timestamp,oxygen saturation percentage,data source
2026-06-03T04:04:07Z,88.4,Versa 4
2026-06-03T04:05:07Z,89.1,Versa 4
2026-06-03T04:06:07Z,90.2,Versa 4
2026-06-03T04:07:07Z,90.2,Versa 4
2026-06-03T04:08:07Z,91.3,Versa 4
2026-06-03T04:09:07Z,91.1,Versa 4
2026-06-03T04:10:07Z,92.4,Versa 4
2026-06-03T04:11:07Z,93.6,Versa 4
2026-06-03T04:12:07Z,50.0,Versa 4
2026-06-03T04:13:07Z,50.0,Versa 4
2026-06-03T04:14:07Z,92.7,Versa 4
2026-06-03T04:15:07Z,90.7,Versa 4
2026-06-03T04:16:07Z,87.6,Versa 4
2026-06-03T04:17:07Z,86.0,Versa 4
2026-06-03T04:18:07Z,85.5,Versa 4
2026-06-03T04:19:07Z,82.9,Versa 4
2026-06-03T04:20:07Z,50.0,Versa 4
2026-06-03T04:21:07Z,86.7,Versa 4
2026-06-03T04:22:07Z,88.3,Versa 4
2026-06-03T04:23:07Z,88.7,Versa 4
2026-06-03T04:24:07Z,88.5,Versa 4
2026-06-03T04:25:07Z,88.8,Versa 4
2026-06-03T04:26:07Z,88.5,Versa 4
2026-06-03T04:27:07Z,89.9,Versa 4
2026-06-03T04:28:07Z,91.5,Versa 4
2026-06-03T04:29:07Z,50.0,Versa 4
2026-06-03T04:30:07Z,50.0,Versa 4
2026-06-03T04:31:07Z,91.7,Versa 4
2026-06-03T04:32:07Z,94.3,Versa 4
2026-06-03T04:33:07Z,95.9,Versa 4
2026-06-03T04:34:07Z,95.9,Versa 4
2026-06-03T04:35:07Z,50.0,Versa 4
2026-06-03T04:36:07Z,95.9,Versa 4
2026-06-03T04:37:07Z,96.3,Versa 4
2026-06-03T04:38:07Z,50.0,Versa 4
2026-06-03T04:39:07Z,96.0,Versa 4
2026-06-03T04:40:07Z,50.0,Versa 4
2026-06-03T04:41:07Z,50.0,Versa 4
2026-06-03T04:42:07Z,50.0,Versa 4
2026-06-03T04:43:07Z,50.0,Versa 4
2026-06-03T05:00:05Z,50.0,Versa 4
2026-06-03T05:01:05Z,50.0,Versa 4
2026-06-03T05:02:05Z,50.0,Versa 4
2026-06-03T05:03:05Z,50.0,Versa 4
2026-06-03T05:04:05Z,78.5,Versa 4
2026-06-03T05:05:05Z,50.0,Versa 4
2026-06-03T05:06:05Z,50.0,Versa 4
2026-06-03T05:07:05Z,79.9,Versa 4
2026-06-03T05:08:05Z,82.0,Versa 4
2026-06-03T05:09:05Z,84.8,Versa 4
2026-06-03T05:10:05Z,85.0,Versa 4
2026-06-03T05:11:05Z,50.0,Versa 4
2026-06-03T05:12:05Z,50.0,Versa 4
2026-06-03T05:13:05Z,83.2,Versa 4
2026-06-03T05:14:05Z,83.4,Versa 4
2026-06-03T05:15:05Z,84.3,Versa 4
2026-06-03T05:16:05Z,50.0,Versa 4
2026-06-03T05:17:05Z,50.0,Versa 4
2026-06-03T05:18:05Z,86.3,Versa 4
2026-06-03T05:19:05Z,50.0,Versa 4
2026-06-03T05:20:05Z,86.3,Versa 4
2026-06-03T05:21:05Z,50.0,Versa 4
2026-06-03T21:36:37Z,86.4,Versa 4
2026-06-03T21:37:37Z,85.9,Versa 4
2026-06-03T21:38:37Z,84.8,Versa 4
2026-06-03T21:39:37Z,84.2,Versa 4
2026-06-03T21:40:37Z,85.7,Versa 4
2026-06-03T21:41:37Z,84.9,Versa 4
